time,core_temp_0,low_temp_0,high_temp_0,core_load_0,core_speed_0,core_temp_1,low_temp_1,high_temp_1,core_load_1,core_speed_1,core_temp_2,low_temp_2,high_temp_2,core_load_2,core_speed_2,core_temp_3,low_temp_3,high_temp_3,core_load_3,core_speed_3,core_temp_4,low_temp_4,high_temp_4,core_load_4,core_speed_4,core_temp_5,low_temp_5,high_temp_5,core_load_5,core_speed_5,cpu_power
2025-08-08 12:01:53,56,56,60,4,3600.05,56,56,60,0,3600.05,56,56,60,0,3600.05,56,56,60,4,3600.05,56,56,60,0,3720.05,56,56,60,5,3720.05,30.3
2025-08-08 12:02:03,53,53,60,3,4650.06,53,53,60,0,4650.06,53,53,60,0,4650.06,53,53,60,4,4650.06,53,53,60,0,4650.06,53,53,60,2,4650.06,27.6
2025-08-08 12:02:13,53,53,60,2,3600.05,53,53,60,4,3600.05,53,53,60,2,3600.05,53,53,60,6,3600.05,53,53,60,1,3600.05,53,53,60,3,2880.04,29.3
2025-08-08 12:02:23,54,53,60,5,3600.05,54,53,60,1,3600.05,54,53,60,1,3600.05,54,53,60,6,3600.05,54,53,60,2,3600.05,54,53,60,2,3720.05,28.2
2025-08-08 12:02:33,53,53,60,2,3600.05,53,53,60,0,3600.05,53,53,60,0,3600.05,53,53,60,4,2880.04,53,53,60,1,3720.05,53,53,60,2,3720.05,26.9
2025-08-08 12:02:43,63,53,64,10,3600.05,63,53,64,3,3600.05,63,53,64,1,3600.05,63,53,64,8,3720.05,63,53,64,0,4650.06,63,53,64,2,4650.06,42.3
2025-08-08 12:02:53,61,53,67,6,3600.05,61,53,67,2,3600.05,61,53,67,2,3600.05,61,53,67,6,3600.05,61,53,67,2,3600.05,61,53,67,4,3600.05,34.5
2025-08-08 12:03:03,59,53,67,2,3600.05,59,53,67,2,3600.05,59,53,67,3,3600.05,59,53,67,2,3600.05,59,53,67,3,3720.05,59,53,67,2,3720.05,34.1
2025-08-08 12:03:13,64,53,67,8,3600.05,64,53,67,0,3600.05,64,53,67,1,3600.05,64,53,67,3,3600.05,64,53,67,2,3720.05,64,53,67,5,3720.05,36.1
2025-08-08 12:03:23,67,53,67,22,3600.05,67,53,67,12,3600.05,67,53,67,10,3600.05,67,53,67,22,3600.05,67,53,67,12,3720.05,67,53,67,8,3720.05,61.9
2025-08-08 12:03:33,69,53,69,31,4425.06,69,53,69,25,4375.06,69,53,69,11,4625.06,69,53,69,36,4550.06,69,53,69,21,4550.06,69,53,69,7,4550.06,72.0
2025-08-08 12:03:43,62,53,70,7,3600.05,62,53,70,2,3600.05,62,53,70,1,3600.05,62,53,70,3,3600.05,62,53,70,3,3600.05,62,53,70,5,3600.05,33.3
2025-08-08 12:03:53,59,53,70,1,3720.05,59,53,70,1,3720.05,59,53,70,0,4650.06,59,53,70,1,4650.06,59,53,70,1,3720.05,59,53,70,3,3720.05,27.6
2025-08-08 12:04:03,66,53,70,50,3720.05,66,53,70,39,4650.06,66,53,70,32,4650.06,66,53,70,54,4650.06,66,53,70,38,4650.06,66,53,70,25,4650.06,74.8
2025-08-08 12:04:13,58,53,70,3,3600.05,58,53,70,3,3600.05,58,53,70,0,3600.05,58,53,70,8,3600.05,58,53,70,2,3600.05,58,53,70,0,3600.05,27.2
