time,core_temp_0,low_temp_0,high_temp_0,core_load_0,core_speed_0,core_temp_1,low_temp_1,high_temp_1,core_load_1,core_speed_1,core_temp_2,low_temp_2,high_temp_2,core_load_2,core_speed_2,core_temp_3,low_temp_3,high_temp_3,core_load_3,core_speed_3,core_temp_4,low_temp_4,high_temp_4,core_load_4,core_speed_4,core_temp_5,low_temp_5,high_temp_5,core_load_5,core_speed_5,cpu_power
2025-07-08 17:42:17,70,70,72,13,4641.29,70,70,72,6,4641.29,70,70,72,4,3713.04,70,70,72,15,3713.04,70,70,72,3,3713.04,70,70,72,5,3713.04,49.4
2025-07-08 17:42:27,69,69,72,13,4641.29,69,69,72,6,4641.29,69,69,72,3,4641.29,69,69,72,12,4641.29,69,69,72,8,3713.04,69,69,72,3,3713.04,48.1
2025-07-08 17:42:37,73,69,75,18,4466.62,73,69,75,13,4466.62,73,69,75,5,4441.67,73,69,75,14,4466.62,73,69,75,9,4466.62,73,69,75,6,4466.62,48.9
2025-07-08 17:42:47,69,69,75,22,4641.29,69,69,75,11,4641.29,69,69,75,5,3713.04,69,69,75,18,3713.04,69,69,75,7,3713.04,69,69,75,3,3713.04,47.8
2025-07-08 17:42:57,70,69,75,22,3668.12,70,69,75,9,3668.12,70,69,75,4,3668.12,70,69,75,14,3668.12,70,69,75,5,3668.12,70,69,75,3,3668.12,50.1
2025-07-08 17:43:07,70,69,75,17,4641.29,70,69,75,11,4641.29,70,69,75,7,4641.29,70,69,75,13,4641.29,70,69,75,4,4641.29,70,69,75,8,4641.29,47.6
2025-07-08 17:43:17,73,69,75,22,3613.22,73,69,75,10,3613.22,73,69,75,9,3613.22,73,69,75,22,3613.22,73,69,75,6,3613.22,73,69,75,5,3613.22,52.2
2025-07-08 17:43:27,77,69,82,15,4541.48,77,69,82,11,4541.48,77,69,82,6,4541.48,77,69,82,24,4541.48,77,69,82,6,4541.48,77,69,82,9,4541.48,51.9
2025-07-08 17:43:37,80,69,82,30,4641.29,80,69,82,20,4641.29,80,69,82,10,4616.34,80,69,82,25,4616.34,80,69,82,12,4616.34,80,69,82,10,4616.34,61.3
2025-07-08 17:43:47,76,69,82,13,4641.29,76,69,82,8,4641.29,76,69,82,5,4641.29,76,69,82,12,4641.29,76,69,82,5,3713.04,76,69,82,8,3713.04,48.4
2025-07-08 17:43:57,70,69,82,18,3713.04,70,69,82,16,3713.04,70,69,82,5,4641.29,70,69,82,21,4641.29,70,69,82,9,4641.29,70,69,82,5,4641.29,45.7
2025-07-08 17:44:07,70,69,82,18,4566.44,70,69,82,12,4566.44,70,69,82,7,4641.29,70,69,82,20,4641.29,70,69,82,13,4641.29,70,69,82,12,4641.29,50.8
2025-07-08 17:44:17,70,69,82,15,4466.62,70,69,82,8,4466.62,70,69,82,5,4466.62,70,69,82,20,4466.62,70,69,82,9,4466.62,70,69,82,6,4466.62,49.4
2025-07-08 17:44:27,78,69,82,34,4541.48,78,69,82,21,4541.48,78,69,82,13,4541.48,78,69,82,40,4541.48,78,69,82,24,4541.48,78,69,82,16,4541.48,63.6
