time,core_temp_0,low_temp_0,high_temp_0,core_load_0,core_speed_0,core_temp_1,low_temp_1,high_temp_1,core_load_1,core_speed_1,core_temp_2,low_temp_2,high_temp_2,core_load_2,core_speed_2,core_temp_3,low_temp_3,high_temp_3,core_load_3,core_speed_3,core_temp_4,low_temp_4,high_temp_4,core_load_4,core_speed_4,core_temp_5,low_temp_5,high_temp_5,core_load_5,core_speed_5,cpu_power
2025-07-09 17:21:00,73,68.0,74.0,9.0,4616.36,73.0,68.0,74.0,10.0,4616.36,73.0,68.0,74.0,6.0,4616.36,73.0,68.0,74.0,17.0,4616.36,73.0,68.0,74.0,7.0,3693.09,73.0,68.0,74.0,1.0,3693.09,41.9
2025-07-09 17:21:10,78,68.0,78.0,31.0,4591.41,78.0,68.0,78.0,25.0,4591.41,78.0,68.0,78.0,5.0,4591.41,78.0,68.0,78.0,37.0,4591.41,78.0,68.0,78.0,10.0,3673.13,78.0,68.0,78.0,6.0,4591.41,62.7
2025-07-09 17:21:20,73,68.0,78.0,23.0,4641.32,73.0,68.0,78.0,11.0,4641.32,73.0,68.0,78.0,4.0,3713.05,73.0,68.0,78.0,33.0,3713.05,73.0,68.0,78.0,9.0,3713.05,73.0,68.0,78.0,6.0,3713.05,56.5
2025-07-09 17:21:30,75,68.0,78.0,7.0,4641.32,75.0,68.0,78.0,5.0,4641.32,75.0,68.0,78.0,4.0,3713.05,75.0,68.0,78.0,5.0,3713.05,75.0,68.0,78.0,3.0,3713.05,75.0,68.0,78.0,2.0,3713.05,30.9
2025-07-09 17:21:40,63,63.0,78.0,16.0,4641.32,63.0,63.0,78.0,6.0,4641.32,63.0,63.0,78.0,2.0,3713.05,63.0,63.0,78.0,9.0,3713.05,63.0,63.0,78.0,4.0,3713.05,63.0,63.0,78.0,3.0,3713.05,38.4
2025-07-09 17:21:50,76,63.0,78.0,32.0,4566.46,76.0,63.0,78.0,25.0,4566.46,76.0,63.0,78.0,11.0,4566.46,76.0,63.0,78.0,34.0,4566.46,76.0,63.0,78.0,30.0,4566.46,76.0,63.0,78.0,5.0,4566.46,64.6
2025-07-09 17:22:00,80,63.0,81.0,17.0,4566.46,80.0,63.0,81.0,9.0,4566.46,80.0,63.0,81.0,5.0,4566.46,80.0,63.0,81.0,18.0,4566.46,80.0,63.0,81.0,9.0,4566.46,80.0,63.0,81.0,9.0,4566.46,42.1
2025-07-09 17:22:10,79,63.0,81.0,13.0,4616.36,79.0,63.0,81.0,13.0,4616.36,79.0,63.0,81.0,7.0,4616.36,79.0,63.0,81.0,25.0,4616.36,79.0,63.0,81.0,8.0,3693.09,79.0,63.0,81.0,4.0,3693.09,45.9
2025-07-09 17:22:20,81,63.0,81.0,27.0,3593.28,81.0,63.0,81.0,20.0,3593.28,81.0,63.0,81.0,8.0,3593.28,81.0,63.0,81.0,33.0,3593.28,81.0,63.0,81.0,20.0,3593.28,81.0,63.0,81.0,7.0,3593.28,55.3
2025-07-09 17:22:30,79,63.0,81.0,48.0,4466.64,79.0,63.0,81.0,26.0,4466.64,79.0,63.0,81.0,20.0,4416.74,79.0,63.0,81.0,42.0,4441.69,79.0,63.0,81.0,17.0,4441.69,79.0,63.0,81.0,15.0,4441.69,64.8
2025-07-09 17:22:40,79,63.0,81.0,32.0,4641.32,79.0,63.0,81.0,27.0,4641.32,79.0,63.0,81.0,13.0,4641.32,79.0,63.0,81.0,44.0,4641.32,79.0,63.0,81.0,16.0,4566.46,79.0,63.0,81.0,13.0,4566.46,63.8
2025-07-09 17:22:50,73,63.0,81.0,24.0,4641.32,73.0,63.0,81.0,9.0,4641.32,73.0,63.0,81.0,6.0,4641.32,73.0,63.0,81.0,17.0,4641.32,73.0,63.0,81.0,14.0,3713.05,73.0,63.0,81.0,6.0,3713.05,59.7
