time,core_temp_0,low_temp_0,high_temp_0,core_load_0,core_speed_0,core_temp_1,low_temp_1,high_temp_1,core_load_1,core_speed_1,core_temp_2,low_temp_2,high_temp_2,core_load_2,core_speed_2,core_temp_3,low_temp_3,high_temp_3,core_load_3,core_speed_3,core_temp_4,low_temp_4,high_temp_4,core_load_4,core_speed_4,core_temp_5,low_temp_5,high_temp_5,core_load_5,core_speed_5,cpu_power
2025-07-12 09:40:30,71,64.0,71.0,53.0,3593.23,71.0,64.0,71.0,44.0,3593.23,71.0,64.0,71.0,32.0,3593.23,71.0,64.0,71.0,50.0,3593.23,71.0,64.0,71.0,44.0,3593.23,71.0,64.0,71.0,29.0,4541.45,72.5
2025-07-12 09:40:40,68,64.0,71.0,75.0,4416.68,68.0,64.0,71.0,67.0,4416.68,68.0,64.0,71.0,65.0,4366.78,68.0,64.0,71.0,77.0,4366.78,68.0,64.0,71.0,63.0,4366.78,68.0,64.0,71.0,61.0,4366.78,77.7
2025-07-12 09:40:50,72,64.0,76.0,12.0,3668.09,72.0,64.0,76.0,3.0,3668.09,72.0,64.0,76.0,4.0,3713.01,72.0,64.0,76.0,9.0,3713.01,72.0,64.0,76.0,3.0,3713.01,72.0,64.0,76.0,7.0,3713.01,39.9
2025-07-12 09:41:00,67,64.0,76.0,19.0,4641.26,67.0,64.0,76.0,3.0,4641.26,67.0,64.0,76.0,2.0,3713.01,67.0,64.0,76.0,12.0,3713.01,67.0,64.0,76.0,2.0,3713.01,67.0,64.0,76.0,5.0,3713.01,43.3
2025-07-12 09:41:10,65,64.0,76.0,21.0,3668.09,65.0,64.0,76.0,9.0,3668.09,65.0,64.0,76.0,0.0,3668.09,65.0,64.0,76.0,10.0,3668.09,65.0,64.0,76.0,5.0,3668.09,65.0,64.0,76.0,5.0,3668.09,44.1
2025-07-12 09:41:20,72,64.0,76.0,40.0,4591.35,72.0,64.0,76.0,22.0,4591.35,72.0,64.0,76.0,15.0,4591.35,72.0,64.0,76.0,33.0,4566.4,72.0,64.0,76.0,17.0,4566.4,72.0,64.0,76.0,13.0,4566.4,59.7
2025-07-12 09:41:30,80,64.0,80.0,35.0,4541.45,80.0,64.0,80.0,25.0,4491.54,80.0,64.0,80.0,14.0,4491.54,80.0,64.0,80.0,40.0,4491.54,80.0,64.0,80.0,13.0,4491.54,80.0,64.0,80.0,12.0,4491.54,69.5
2025-07-12 09:41:40,80,64.0,80.0,41.0,4641.26,80.0,64.0,80.0,13.0,4641.26,80.0,64.0,80.0,8.0,4641.26,80.0,64.0,80.0,25.0,4641.26,80.0,64.0,80.0,8.0,4641.26,80.0,64.0,80.0,10.0,4641.26,57.4
2025-07-12 09:41:50,79,64.0,80.0,16.0,3713.01,79.0,64.0,80.0,8.0,3713.01,79.0,64.0,80.0,3.0,3713.01,79.0,64.0,80.0,40.0,3713.01,79.0,64.0,80.0,1.0,3713.01,79.0,64.0,80.0,4.0,3713.01,56.9
2025-07-12 09:42:00,71,64.0,80.0,9.0,3668.09,71.0,64.0,80.0,8.0,3668.09,71.0,64.0,80.0,6.0,3668.09,71.0,64.0,80.0,18.0,3668.09,71.0,64.0,80.0,4.0,3668.09,71.0,64.0,80.0,8.0,3668.09,43.6
