time,core_temp_0,low_temp_0,high_temp_0,core_load_0,core_speed_0,core_temp_1,low_temp_1,high_temp_1,core_load_1,core_speed_1,core_temp_2,low_temp_2,high_temp_2,core_load_2,core_speed_2,core_temp_3,low_temp_3,high_temp_3,core_load_3,core_speed_3,core_temp_4,low_temp_4,high_temp_4,core_load_4,core_speed_4,core_temp_5,low_temp_5,high_temp_5,core_load_5,core_speed_5,cpu_power
2025-07-11 14:37:52,71,71.0,76.0,13.0,4641.3,71.0,71.0,75.0,11.0,4641.3,71.0,71.0,76.0,5.0,3713.04,71.0,71.0,76.0,15.0,3713.04,71.0,71.0,76.0,7.0,3713.04,71.0,71.0,76.0,8.0,3713.04,46.7
2025-07-11 14:38:02,70,70.0,76.0,17.0,4491.58,70.0,70.0,75.0,6.0,4641.3,70.0,70.0,76.0,4.0,3713.04,70.0,70.0,76.0,9.0,3713.04,70.0,70.0,76.0,4.0,3713.04,70.0,70.0,76.0,5.0,4491.58,46.2
2025-07-11 14:38:12,70,69.0,76.0,15.0,3668.12,70.0,69.0,75.0,11.0,3668.12,70.0,69.0,76.0,4.0,3668.12,70.0,69.0,76.0,13.0,3668.12,70.0,69.0,76.0,7.0,3668.12,70.0,69.0,76.0,5.0,3668.12,47.3
2025-07-11 14:38:22,71,69.0,76.0,14.0,4641.3,71.0,69.0,75.0,8.0,4641.3,71.0,69.0,76.0,10.0,4641.3,71.0,69.0,76.0,16.0,4641.3,71.0,69.0,76.0,11.0,3693.08,71.0,69.0,76.0,8.0,3693.08,47.3
2025-07-11 14:38:32,71,69.0,76.0,8.0,3668.12,71.0,69.0,75.0,9.0,3668.12,71.0,69.0,76.0,3.0,3668.12,71.0,69.0,76.0,14.0,3668.12,71.0,69.0,76.0,4.0,3668.12,71.0,69.0,76.0,7.0,3668.12,49.6
2025-07-11 14:38:42,71,69.0,76.0,14.0,4641.3,71.0,69.0,75.0,6.0,4641.3,71.0,69.0,76.0,2.0,3713.04,71.0,69.0,76.0,15.0,3713.04,71.0,69.0,76.0,7.0,3713.04,71.0,69.0,76.0,6.0,3713.04,48.7
2025-07-11 14:38:52,77,69.0,77.0,19.0,3533.38,77.0,69.0,77.0,9.0,3533.38,77.0,69.0,77.0,8.0,4416.72,77.0,69.0,77.0,17.0,4441.67,77.0,69.0,77.0,11.0,4441.67,77.0,69.0,77.0,36.0,4441.67,63.3
2025-07-11 14:39:02,72,69.0,77.0,15.0,3668.12,72.0,69.0,77.0,16.0,3668.12,72.0,69.0,77.0,3.0,3668.12,72.0,69.0,77.0,13.0,3668.12,72.0,69.0,77.0,9.0,3668.12,72.0,69.0,77.0,3.0,3668.12,47.8
2025-07-11 14:39:12,71,69.0,77.0,13.0,4641.3,71.0,69.0,77.0,9.0,4641.3,71.0,69.0,77.0,1.0,4641.3,71.0,69.0,77.0,9.0,4641.3,71.0,69.0,77.0,5.0,3713.04,71.0,69.0,77.0,0.0,3713.04,44.7
2025-07-11 14:39:22,71,69.0,77.0,19.0,3713.04,71.0,69.0,77.0,10.0,3713.04,71.0,69.0,77.0,7.0,3713.04,71.0,69.0,77.0,16.0,3713.04,71.0,69.0,77.0,11.0,3713.04,71.0,69.0,77.0,12.0,3713.04,48.6
2025-07-11 14:39:32,71,69.0,77.0,10.0,3713.04,71.0,69.0,77.0,8.0,3713.04,71.0,69.0,77.0,3.0,3713.04,71.0,69.0,77.0,12.0,3713.04,71.0,69.0,77.0,7.0,3713.04,71.0,69.0,77.0,6.0,3713.04,46.4
2025-07-11 14:39:42,72,69.0,77.0,13.0,4641.3,72.0,69.0,77.0,9.0,4641.3,72.0,69.0,77.0,2.0,3713.04,72.0,69.0,77.0,14.0,3713.04,72.0,69.0,77.0,3.0,4641.3,72.0,69.0,77.0,5.0,4641.3,48.6
2025-07-11 14:39:52,72,69.0,77.0,27.0,3668.12,72.0,69.0,77.0,15.0,3668.12,72.0,69.0,77.0,14.0,3668.12,72.0,69.0,77.0,27.0,3668.12,72.0,69.0,77.0,9.0,3668.12,72.0,69.0,77.0,9.0,3668.12,50.9
2025-07-11 14:40:02,72,69.0,77.0,21.0,4641.3,72.0,69.0,77.0,8.0,4641.3,72.0,69.0,77.0,3.0,3713.04,72.0,69.0,77.0,9.0,3713.04,72.0,69.0,77.0,8.0,3713.04,72.0,69.0,77.0,7.0,3713.04,51.9
2025-07-11 14:40:12,72,69.0,77.0,17.0,3668.12,72.0,69.0,77.0,10.0,3668.12,72.0,69.0,77.0,5.0,3713.04,72.0,69.0,77.0,23.0,3713.04,72.0,69.0,77.0,6.0,3713.04,72.0,69.0,77.0,5.0,3713.04,48.3
2025-07-11 14:40:22,72,69.0,77.0,12.0,3713.04,72.0,69.0,77.0,9.0,3713.04,72.0,69.0,77.0,4.0,3713.04,72.0,69.0,77.0,10.0,3713.04,72.0,69.0,77.0,10.0,3713.04,72.0,69.0,77.0,6.0,3713.04,47.4
2025-07-11 14:40:32,72,69.0,77.0,8.0,3668.12,72.0,69.0,77.0,12.0,3668.12,72.0,69.0,77.0,3.0,3668.12,72.0,69.0,77.0,15.0,3668.12,72.0,69.0,77.0,9.0,3668.12,72.0,69.0,77.0,5.0,3668.12,46.7
2025-07-11 14:40:42,72,69.0,77.0,19.0,3713.04,72.0,69.0,77.0,15.0,3713.04,72.0,69.0,77.0,8.0,3713.04,72.0,69.0,77.0,21.0,3713.04,72.0,69.0,77.0,9.0,4641.3,72.0,69.0,77.0,9.0,4641.3,48.4
2025-07-11 14:40:52,73,69.0,77.0,25.0,4641.3,73.0,69.0,77.0,18.0,4641.3,73.0,69.0,77.0,7.0,4591.39,73.0,69.0,77.0,19.0,4591.39,73.0,69.0,77.0,9.0,4591.39,73.0,69.0,77.0,8.0,4591.39,51.9
