time,core_temp_0,low_temp_0,high_temp_0,core_load_0,core_speed_0,core_temp_1,low_temp_1,high_temp_1,core_load_1,core_speed_1,core_temp_2,low_temp_2,high_temp_2,core_load_2,core_speed_2,core_temp_3,low_temp_3,high_temp_3,core_load_3,core_speed_3,core_temp_4,low_temp_4,high_temp_4,core_load_4,core_speed_4,core_temp_5,low_temp_5,high_temp_5,core_load_5,core_speed_5,cpu_power
2025-07-02 16:42:12,79,79,82,27,4641.31,79,79,82,16,4641.31,79,79,82,6,4641.31,79,79,82,29,4641.31,79,79,82,9,3713.05,79,79,82,10,3713.05,52.6
2025-07-02 16:42:22,76,74,82,26,4491.59,76,74,82,25,4491.59,76,74,82,21,4491.59,76,74,82,33,4491.59,76,74,82,20,3593.27,76,74,82,11,3593.27,61.7
2025-07-02 16:42:32,75,74,82,25,3713.05,75,74,82,21,3713.05,75,74,82,9,3713.05,75,74,82,38,3713.05,75,74,82,10,3713.05,75,74,82,6,3713.05,53.5
2025-07-02 16:42:42,77,74,82,23,4491.59,77,74,82,23,4491.59,77,74,82,12,3593.27,77,74,82,34,3593.27,77,74,82,18,3593.27,77,74,82,16,3593.27,54.2
2025-07-02 16:42:52,74,74,82,20,3713.05,74,74,82,9,3713.05,74,74,82,9,3713.05,74,74,82,32,3713.05,74,74,82,9,3713.05,74,74,82,3,3713.05,52.9
2025-07-02 16:43:02,74,74,82,18,3713.05,74,74,82,16,3713.05,74,74,82,6,3713.05,74,74,82,23,3713.05,74,74,82,7,3713.05,74,74,82,4,4641.31,52.4
2025-07-02 16:43:12,78,74,82,34,4291.97,78,74,82,26,4242.06,78,74,82,18,4242.06,78,74,82,47,4217.11,78,74,82,21,4217.11,78,74,82,22,4267.01,58.6
2025-07-02 16:43:22,77,74,82,24,3713.05,77,74,82,12,3713.05,77,74,82,10,3713.05,77,74,82,33,3713.05,77,74,82,8,3693.09,77,74,82,8,4616.36,53.2
2025-07-02 16:43:32,81,74,82,36,4541.5,81,74,82,32,4541.5,81,74,82,19,4541.5,81,74,82,47,4541.5,81,74,82,23,3633.2,81,74,82,14,3633.2,65.5
2025-07-02 16:43:42,77,74,82,15,3713.05,77,74,82,4,3593.27,77,74,82,3,3593.27,77,74,82,10,3593.27,77,74,82,3,3593.27,77,74,82,7,3593.27,38.7
2025-07-02 16:43:52,72,72,82,14,3713.05,72,72,82,6,3713.05,72,72,82,3,4641.31,72,72,82,9,4641.31,72,72,82,3,4641.31,72,72,82,6,4641.31,44.2
2025-07-02 16:44:02,73,72,82,18,3593.27,73,72,82,7,3593.27,73,72,82,5,3593.27,73,72,82,23,3593.27,73,72,82,8,3593.27,73,72,82,7,3593.27,48.3
2025-07-02 16:44:12,76,72,82,24,3668.13,76,72,82,11,3668.13,76,72,82,2,3668.13,76,72,82,16,3668.13,76,72,82,2,4616.36,76,72,82,4,4616.36,51.3
2025-07-02 16:44:22,74,72,82,18,4641.31,74,72,82,7,4641.31,74,72,82,2,4641.31,74,72,82,11,4641.31,74,72,82,9,3713.05,74,72,82,6,3713.05,43.9
2025-07-02 16:44:32,73,72,82,17,4641.31,73,72,82,3,4641.31,73,72,82,0,3713.05,73,72,82,12,3713.05,73,72,82,2,3713.05,73,72,82,0,3713.05,44.4
2025-07-02 16:44:42,80,72,82,25,4541.5,80,72,82,13,4541.5,80,72,82,5,4541.5,80,72,82,37,4541.5,80,72,82,9,4541.5,80,72,82,10,4541.5,60.2
2025-07-02 16:44:52,78,72,82,33,4641.31,78,72,82,28,4641.31,78,72,82,21,4641.31,78,72,82,37,4641.31,78,72,82,24,4641.31,78,72,82,10,4641.31,62.3
2025-07-02 16:45:02,74,72,82,32,4466.64,74,72,82,21,4466.64,74,72,82,9,4466.64,74,72,82,29,4466.64,74,72,82,11,4491.59,74,72,82,11,4491.59,51.9
2025-07-02 16:45:12,71,71,82,26,4491.59,71,71,82,19,4491.59,71,71,82,13,4441.69,71,71,82,23,4441.69,71,71,82,14,4441.69,71,71,82,13,4516.55,52.0
2025-07-02 16:45:22,72,71,82,20,3668.13,72,71,82,7,3668.13,72,71,82,6,3668.13,72,71,82,15,3668.13,72,71,82,12,3668.13,72,71,82,9,3668.13,52.9
2025-07-02 16:45:32,74,71,82,25,4641.31,74,71,82,10,4641.31,74,71,82,8,3713.05,74,71,82,22,3713.05,74,71,82,9,3713.05,74,71,82,9,3713.05,55.8
2025-07-02 16:45:42,73,71,82,15,4491.59,73,71,82,9,4491.59,73,71,82,4,3593.27,73,71,82,19,3593.27,73,71,82,3,3593.27,73,71,82,5,3593.27,51.6
